Cast Vote Record,Precinct,Ballot Style,Rep. to Congress 1st Choice District 2,Rep. to Congress 2nd Choice District 2,Rep. to Congress 3rd Choice District 2,Rep. to Congress 4th Choice District 2,Rep. to Congress 5th Choice District 2
3153,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
3154,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3155,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3156,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,"Hoar, William R.S.","Bond, Tiffany L.",undervote
3161,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
3166,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3171,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3175,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
3180,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3181,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
3183,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3185,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce",undervote,undervote,undervote
3188,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3189,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
3191,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3194,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3195,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3198,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3199,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3203,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3204,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3205,Blue Hill,CAN Ballot Style 53,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.",undervote,"REP Poliquin, Bruce"
3206,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3207,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3209,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3210,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote,undervote
3213,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
3214,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
3216,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3217,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
3218,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
3220,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3221,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.",undervote,undervote
3222,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3224,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3227,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",undervote
3228,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3230,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3231,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3232,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3235,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3236,Blue Hill,CAN Ballot Style 53,"Hoar, William R.S.","Hoar, William R.S.","Hoar, William R.S.","Bond, Tiffany L.","Hoar, William R.S."
3238,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3239,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3240,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3241,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
3243,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3245,Blue Hill,CAN Ballot Style 53,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote,undervote
3247,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3248,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3250,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3251,Blue Hill,CAN Ballot Style 53,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
3253,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
3255,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3259,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
3260,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3262,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3263,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3265,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3266,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3267,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3269,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3270,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3274,Blue Hill,CAN Ballot Style 53,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3278,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3280,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3281,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F.","DEM Golden, Jared F."
3286,Blue Hill,CAN Ballot Style 53,"Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote
3288,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3291,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3294,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
3297,Blue Hill,CAN Ballot Style 53,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3298,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3299,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3302,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3304,Mars Hill,CAN Ballot Style 52,"Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce","DEM Golden, Jared F.",undervote
3305,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce",undervote
3315,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.",undervote
3317,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.",undervote,undervote,undervote
3319,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3323,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3325,Mars Hill,CAN Ballot Style 52,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
3331,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
3335,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3336,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3337,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3339,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
3340,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3341,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3342,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.",undervote,undervote,undervote
3345,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3346,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3347,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3348,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3350,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
3351,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3353,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3354,Mars Hill,CAN Ballot Style 52,undervote,undervote,undervote,undervote,undervote
3355,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3358,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3359,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3360,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3362,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3363,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3366,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3369,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
3370,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3377,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
3382,Mars Hill,CAN Ballot Style 52,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote,undervote
3383,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
3388,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3389,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3393,Mars Hill,CAN Ballot Style 52,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
3395,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.","DEM Golden, Jared F."
3396,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3397,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3398,Mars Hill,CAN Ballot Style 52,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
3399,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3400,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3402,Mars Hill,CAN Ballot Style 52,"Hoar, William R.S.",undervote,undervote,undervote,undervote
3405,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
3406,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F.",undervote
3407,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3408,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3411,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3413,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
3415,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3416,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce","REP Poliquin, Bruce"
3417,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3418,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3419,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3422,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3424,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3427,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3434,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3435,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","REP Poliquin, Bruce",undervote,undervote,undervote
3436,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3437,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3439,Mars Hill,CAN Ballot Style 52,undervote,undervote,undervote,undervote,undervote
3441,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3442,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
3443,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3444,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
3445,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3446,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3447,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3448,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Hoar, William R.S.",undervote,undervote,undervote
3449,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3454,Mars Hill,CAN Ballot Style 52,undervote,undervote,undervote,undervote,undervote
3455,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3458,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3460,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3462,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3464,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","Bond, Tiffany L.","Hoar, William R.S.","DEM Golden, Jared F.",undervote
3465,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3466,Mars Hill,CAN Ballot Style 52,"Bond, Tiffany L.",undervote,undervote,undervote,undervote
3467,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3468,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
3469,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)",undervote,undervote,undervote,undervote
3471,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3474,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3477,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3481,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3482,Mars Hill,CAN Ballot Style 52,"REP Poliquin, Bruce (5931)",undervote,undervote,undervote,undervote
3486,Mars Hill,CAN Ballot Style 52,"DEM Golden, Jared F. (5471)","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S.",undervote
